X	O	X	X	O	X	X	X	O	O	O	X	O	X	O	X	O	X	O	X	986663825	Sat Apr  7 12:17:05 2001

X	O	X	X	O	X	X	X	O	O	O	X	O	X	O	X	O	X	O	X	986664506	Sat Apr  7 12:28:26 2001

X	O	X	X	O	X	X	X	O	O	O	X	O	X	O	X	O	X	O	X	986664569	Sat Apr  7 12:29:29 2001

X	O	X	O	O	X	O	X	X	O	O	X	O	X	O	O	O	X	O	X	986668152	Sat Apr  7 13:29:12 2001

X	X	O	X	O	X	O	O	X	O	X	O	O	X	O	O	X	O	X	O	986721449	Sun Apr  8  4:17:29 2001

X	X	O	O	X	X	O	O	X	O	X	O	O	X	O	O	X	O	X	O	987715299	Thu Apr 19 16:21:39 2001

X	X	O	O	X	X	O	O	X	O	O	X	O	X	O	X	X	Equal	X	Equal	988729711	Tue May  1 10:08:31 2001

O	X	O	X	O	X	O	O	X	O	X	X	O	X	O	X	O	X	O	O	990221996	Fri May 18 16:39:56 2001

X	X	O	O	O	X	O	O	X	O	X	O	O	X	O	X	X	Equal	X	Equal	990508066	Tue May 22  0:07:46 2001

X	X	O	X	X	X	O	O	X	O	O	O	X	X	O	X	X	X	X	O	990555433	Tue May 22 13:17:13 2001

X	X	O	O	X	X	X	O	X	X	O	X	O	X	X	X	X	O	X	O	990584768	Tue May 22 21:26:08 2001

X	X	O	O	O	X	O	X	X	O	O	X	O	X	O	X	X	X	X	Equal	991236013	Wed May 30 10:20:13 2001

X	X	O	X	X	X	O	O	X	X	O	X	O	X	X	X	X	Equal	X	Equal	991833194	Wed Jun  6  8:13:14 2001

X	O	O	X	O	X	O	O	X	O	O	O	O	X	O	X	X	O	X	O	991982551	Fri Jun  8  1:42:31 2001

O	O	O	X	X	X	O	X	O	O	X	X	O	X	X	X	Equal	O	X	X	992613211	Fri Jun 15  8:53:31 2001

X	O	X	O	X	X	O	X	X	O	X	X	X	X	O	O	X	X	X	O	992830480	Sun Jun 17 21:14:40 2001

